"","group","Pig","Tissue","Day","Treatment","Genus","value","All","value2"
"1754","SRD129_P136_N_D3",136,"N","D3","BB","Lactobacillus",0.0130325814536341,"D3_BB",0.144806460595934
"1755","SRD129_P136_N_D36",136,"N","D36","BB","Lactobacillus",0.0210315473209815,"D36_BB",0.210315473209815
"1756","SRD129_P136_N_D42",136,"N","D42","BB","Lactobacillus",0.0440881763527054,"D42_BB",0.440881763527054
"1757","SRD129_P136_N_D7",136,"N","D7","BB","Lactobacillus",0.0130195292939409,"D7_BB",0.162744116174261
"1758","SRD129_P137_N_D0",137,"N","D0","BB","Lactobacillus",0.00150075037518759,"D0_BB",0.0150075037518759
"1759","SRD129_P137_N_D1",137,"N","D1","BB","Lactobacillus",0.00200100050025012,"D1_BB",0.0222333388916681
"1760","SRD129_P137_N_D10",137,"N","D10","BB","Lactobacillus",0.0075,"D10_BB",0.075
"1761","SRD129_P137_N_D14",137,"N","D14","BB","Lactobacillus",0.00650325162581291,"D14_BB",0.0650325162581291
"1762","SRD129_P137_N_D21",137,"N","D21","BB","Lactobacillus",0.00500751126690035,"D21_BB",0.0500751126690035
"1763","SRD129_P137_N_D28",137,"N","D28","BB","Lactobacillus",0.0155077538769385,"D28_BB",0.155077538769385
"1764","SRD129_P137_N_D3",137,"N","D3","BB","Lactobacillus",0.00900450225112556,"D3_BB",0.100050025012506
"1765","SRD129_P137_N_D36",137,"N","D36","BB","Lactobacillus",0.0365365365365365,"D36_BB",0.365365365365365
"1766","SRD129_P137_N_D42",137,"N","D42","BB","Lactobacillus",0.0357682619647355,"D42_BB",0.357682619647355
"1767","SRD129_P137_N_D7",137,"N","D7","BB","Lactobacillus",0.00600300150075038,"D7_BB",0.0750375187593797
"1768","SRD129_P138_N_D0",138,"N","D0","BB","Lactobacillus",0.0045045045045045,"D0_BB",0.045045045045045
"1769","SRD129_P138_N_D1",138,"N","D1","BB","Lactobacillus",0.0015015015015015,"D1_BB",0.0166833500166834
"1770","SRD129_P138_N_D10",138,"N","D10","BB","Lactobacillus",0.006,"D10_BB",0.06
"1771","SRD129_P138_N_D14",138,"N","D14","BB","Lactobacillus",0.0065,"D14_BB",0.065
"1772","SRD129_P138_N_D21",138,"N","D21","BB","Lactobacillus",0.00401203610832497,"D21_BB",0.0401203610832497
"1773","SRD129_P138_N_D28",138,"N","D28","BB","Lactobacillus",0.012,"D28_BB",0.12
"1774","SRD129_P138_N_D36",138,"N","D36","BB","Lactobacillus",0.0665332666333167,"D36_BB",0.665332666333167
"1775","SRD129_P138_N_D42",138,"N","D42","BB","Lactobacillus",0.0435435435435435,"D42_BB",0.435435435435435
"1776","SRD129_P138_N_D7",138,"N","D7","BB","Lactobacillus",0.00252016129032258,"D7_BB",0.0315020161290323
"1777","SRD129_P139_N_D0",139,"N","D0","BB","Lactobacillus",0.00250125062531266,"D0_BB",0.0250125062531266
"1778","SRD129_P139_N_D1",139,"N","D1","BB","Lactobacillus",0.0025025025025025,"D1_BB",0.0278055833611389
"1779","SRD129_P139_N_D10",139,"N","D10","BB","Lactobacillus",0.00700700700700701,"D10_BB",0.0700700700700701
"1780","SRD129_P139_N_D14",139,"N","D14","BB","Lactobacillus",0.005005005005005,"D14_BB",0.05005005005005
"1781","SRD129_P139_N_D21",139,"N","D21","BB","Lactobacillus",0.00450676014021032,"D21_BB",0.0450676014021032
"1782","SRD129_P139_N_D28",139,"N","D28","BB","Lactobacillus",0.00850850850850851,"D28_BB",0.0850850850850851
"1783","SRD129_P139_N_D3",139,"N","D3","BB","Lactobacillus",0.012,"D3_BB",0.133333333333333
"1784","SRD129_P139_N_D36",139,"N","D36","BB","Lactobacillus",0.0480961923847695,"D36_BB",0.480961923847695
"1785","SRD129_P139_N_D42",139,"N","D42","BB","Lactobacillus",0.0578761952692501,"D42_BB",0.578761952692501
"1786","SRD129_P139_N_D7",139,"N","D7","BB","Lactobacillus",0.001,"D7_BB",0.0125
"1787","SRD129_P140_N_D0",140,"N","D0","BB","Lactobacillus",0.00150075037518759,"D0_BB",0.0150075037518759
"1788","SRD129_P140_N_D1",140,"N","D1","BB","Lactobacillus",0.00601202404809619,"D1_BB",0.0668002672010688
"1789","SRD129_P140_N_D10",140,"N","D10","BB","Lactobacillus",0.0080040020010005,"D10_BB",0.080040020010005
"1790","SRD129_P140_N_D14",140,"N","D14","BB","Lactobacillus",0.0115115115115115,"D14_BB",0.115115115115115
"1791","SRD129_P140_N_D21",140,"N","D21","BB","Lactobacillus",0.00852557673019057,"D21_BB",0.0852557673019057
"1792","SRD129_P140_N_D28",140,"N","D28","BB","Lactobacillus",0.0155310621242485,"D28_BB",0.155310621242485
"1793","SRD129_P140_N_D3",140,"N","D3","BB","Lactobacillus",0.00750750750750751,"D3_BB",0.0834167500834167
"1794","SRD129_P140_N_D36",140,"N","D36","BB","Lactobacillus",0.0982948846539619,"D36_BB",0.982948846539619
"1795","SRD129_P140_N_D42",140,"N","D42","BB","Lactobacillus",0.0818181818181818,"D42_BB",0.818181818181818
"1796","SRD129_P140_N_D7",140,"N","D7","BB","Lactobacillus",0.002,"D7_BB",0.025
"1797","SRD129_P141_N_D0",141,"N","D0","BB","Lactobacillus",0.00300150075037519,"D0_BB",0.0300150075037519
"1798","SRD129_P141_N_D1",141,"N","D1","BB","Lactobacillus",0.002,"D1_BB",0.0222222222222222
"1799","SRD129_P141_N_D10",141,"N","D10","BB","Lactobacillus",0.0045,"D10_BB",0.045
"1800","SRD129_P141_N_D14",141,"N","D14","BB","Lactobacillus",0.0085,"D14_BB",0.085
"1801","SRD129_P141_N_D21",141,"N","D21","BB","Lactobacillus",0.00902708124373119,"D21_BB",0.0902708124373119
"1802","SRD129_P141_N_D28",141,"N","D28","BB","Lactobacillus",0.0200100050025013,"D28_BB",0.200100050025012
"1803","SRD129_P141_N_D3",141,"N","D3","BB","Lactobacillus",0.0135067533766883,"D3_BB",0.150075037518759
"1804","SRD129_P141_N_D36",141,"N","D36","BB","Lactobacillus",0.0506519558676028,"D36_BB",0.506519558676028
"1805","SRD129_P141_N_D42",141,"N","D42","BB","Lactobacillus",0.100704934541793,"D42_BB",1.00704934541793
"1806","SRD129_P141_N_D7",141,"N","D7","BB","Lactobacillus",0.0140280561122244,"D7_BB",0.175350701402806
"1807","SRD129_P162_N_D0",162,"N","D0","Control","Lactobacillus",0.0115,"D0_Control",0.115
"1808","SRD129_P162_N_D1",162,"N","D1","Control","Lactobacillus",0.0035,"D1_Control",0.035
"1809","SRD129_P162_N_D10",162,"N","D10","Control","Lactobacillus",0.0400200100050025,"D10_Control",0.400200100050025
"1810","SRD129_P162_N_D14",162,"N","D14","Control","Lactobacillus",0.0245245245245245,"D14_Control",0.245245245245245
"1811","SRD129_P162_N_D21",162,"N","D21","Control","Lactobacillus",0.0105263157894737,"D21_Control",0.105263157894737
"1812","SRD129_P162_N_D28",162,"N","D28","Control","Lactobacillus",0.0245245245245245,"D28_Control",0.613113113113113
"1813","SRD129_P162_N_D3",162,"N","D3","Control","Lactobacillus",0.0115172759138708,"D3_Control",0.115172759138708
"1814","SRD129_P162_N_D36",162,"N","D36","Control","Lactobacillus",0.0251004016064257,"D36_Control",0.251004016064257
"1815","SRD129_P162_N_D42",162,"N","D42","Control","Lactobacillus",0.0475713570355533,"D42_Control",0.475713570355533
"1816","SRD129_P162_N_D7",162,"N","D7","Control","Lactobacillus",0.0080040020010005,"D7_Control",0.080040020010005
"1817","SRD129_P163_N_D0",163,"N","D0","Control","Lactobacillus",0.0442655935613682,"D0_Control",0.442655935613682
"1818","SRD129_P163_N_D1",163,"N","D1","Control","Lactobacillus",0.00951903807615231,"D1_Control",0.0951903807615231
"1819","SRD129_P163_N_D10",163,"N","D10","Control","Lactobacillus",0.0400600901352028,"D10_Control",0.400600901352028
"1820","SRD129_P163_N_D14",163,"N","D14","Control","Lactobacillus",0.0270405608412619,"D14_Control",0.270405608412619
"1821","SRD129_P163_N_D21",163,"N","D21","Control","Lactobacillus",0.0085127691537306,"D21_Control",0.085127691537306
"1822","SRD129_P163_N_D3",163,"N","D3","Control","Lactobacillus",0.0165247871807712,"D3_Control",0.165247871807712
"1823","SRD129_P163_N_D36",163,"N","D36","Control","Lactobacillus",0.00951427140711067,"D36_Control",0.0951427140711067
"1824","SRD129_P163_N_D42",163,"N","D42","Control","Lactobacillus",0.011011011011011,"D42_Control",0.11011011011011
"1825","SRD129_P163_N_D7",163,"N","D7","Control","Lactobacillus",0.00400801603206413,"D7_Control",0.0400801603206413
"1826","SRD129_P164_N_D0",164,"N","D0","Control","Lactobacillus",0.00600300150075038,"D0_Control",0.0600300150075037
"1827","SRD129_P164_N_D1",164,"N","D1","Control","Lactobacillus",0.00300150075037519,"D1_Control",0.0300150075037519
"1828","SRD129_P164_N_D10",164,"N","D10","Control","Lactobacillus",0.0175350701402806,"D10_Control",0.175350701402806
"1829","SRD129_P164_N_D14",164,"N","D14","Control","Lactobacillus",0.0115057528764382,"D14_Control",0.115057528764382
"1830","SRD129_P164_N_D21",164,"N","D21","Control","Lactobacillus",0.0145072536268134,"D21_Control",0.145072536268134
"1831","SRD129_P164_N_D3",164,"N","D3","Control","Lactobacillus",0.00650325162581291,"D3_Control",0.0650325162581291
"1832","SRD129_P164_N_D36",164,"N","D36","Control","Lactobacillus",0.00300150075037519,"D36_Control",0.0300150075037519
"1833","SRD129_P164_N_D42",164,"N","D42","Control","Lactobacillus",0.0130195292939409,"D42_Control",0.130195292939409
"1834","SRD129_P164_N_D7",164,"N","D7","Control","Lactobacillus",0.00100050025012506,"D7_Control",0.0100050025012506
"1835","SRD129_P165_N_D0",165,"N","D0","Control","Lactobacillus",0.0115403913697943,"D0_Control",0.115403913697943
"1836","SRD129_P165_N_D1",165,"N","D1","Control","Lactobacillus",0.001,"D1_Control",0.01
"1837","SRD129_P165_N_D10",165,"N","D10","Control","Lactobacillus",0.0115288220551378,"D10_Control",0.115288220551378
"1838","SRD129_P165_N_D14",165,"N","D14","Control","Lactobacillus",0.00600300150075038,"D14_Control",0.0600300150075037
"1839","SRD129_P165_N_D21",165,"N","D21","Control","Lactobacillus",0.0110055027513757,"D21_Control",0.110055027513757
"1840","SRD129_P165_N_D3",165,"N","D3","Control","Lactobacillus",0.00550275137568784,"D3_Control",0.0550275137568784
"1841","SRD129_P165_N_D36",165,"N","D36","Control","Lactobacillus",0.0035,"D36_Control",0.035
"1842","SRD129_P165_N_D42",165,"N","D42","Control","Lactobacillus",0.0510766149223836,"D42_Control",0.510766149223836
"1843","SRD129_P165_N_D7",165,"N","D7","Control","Lactobacillus",0.001,"D7_Control",0.01
"1844","SRD129_P166_N_D0",166,"N","D0","Control","Lactobacillus",0.00651302605210421,"D0_Control",0.0651302605210421
"1845","SRD129_P166_N_D1",166,"N","D1","Control","Lactobacillus",5e-04,"D1_Control",0.005
"1846","SRD129_P166_N_D10",166,"N","D10","Control","Lactobacillus",0.0045,"D10_Control",0.045
"1847","SRD129_P166_N_D14",166,"N","D14","Control","Lactobacillus",0.00700700700700701,"D14_Control",0.0700700700700701
"1848","SRD129_P166_N_D21",166,"N","D21","Control","Lactobacillus",0.005,"D21_Control",0.05
"1849","SRD129_P166_N_D3",166,"N","D3","Control","Lactobacillus",0.0015,"D3_Control",0.015
"1850","SRD129_P166_N_D36",166,"N","D36","Control","Lactobacillus",0.0115115115115115,"D36_Control",0.115115115115115
"1851","SRD129_P166_N_D42",166,"N","D42","Control","Lactobacillus",0.05678391959799,"D42_Control",0.5678391959799
"1852","SRD129_P166_N_D7",166,"N","D7","Control","Lactobacillus",0.002002002002002,"D7_Control",0.02002002002002
"1853","SRD129_P167_N_D0",167,"N","D0","Control","Lactobacillus",0.015,"D0_Control",0.15
"1854","SRD129_P167_N_D1",167,"N","D1","Control","Lactobacillus",0.00100050025012506,"D1_Control",0.0100050025012506
"1855","SRD129_P167_N_D10",167,"N","D10","Control","Lactobacillus",0.007,"D10_Control",0.07
"1856","SRD129_P167_N_D14",167,"N","D14","Control","Lactobacillus",0.0115346038114343,"D14_Control",0.115346038114343
"1857","SRD129_P167_N_D21",167,"N","D21","Control","Lactobacillus",0.0105052526263132,"D21_Control",0.105052526263132
"1858","SRD129_P167_N_D3",167,"N","D3","Control","Lactobacillus",0.00450676014021032,"D3_Control",0.0450676014021032
"1859","SRD129_P167_N_D36",167,"N","D36","Control","Lactobacillus",0.004,"D36_Control",0.04
"1860","SRD129_P167_N_D42",167,"N","D42","Control","Lactobacillus",0.0275,"D42_Control",0.275
"1861","SRD129_P167_N_D7",167,"N","D7","Control","Lactobacillus",0.00100050025012506,"D7_Control",0.0100050025012506
"1862","SRD129_P168_N_D0",168,"N","D0","Control","Lactobacillus",0.041687594173782,"D0_Control",0.41687594173782
"1863","SRD129_P168_N_D1",168,"N","D1","Control","Lactobacillus",0.00300751879699248,"D1_Control",0.0300751879699248
"1864","SRD129_P168_N_D10",168,"N","D10","Control","Lactobacillus",0.025025025025025,"D10_Control",0.25025025025025
"1865","SRD129_P168_N_D14",168,"N","D14","Control","Lactobacillus",0.022022022022022,"D14_Control",0.22022022022022
"1866","SRD129_P168_N_D21",168,"N","D21","Control","Lactobacillus",0.0245490981963928,"D21_Control",0.245490981963928
"1867","SRD129_P168_N_D3",168,"N","D3","Control","Lactobacillus",0.00900450225112556,"D3_Control",0.0900450225112556
"1868","SRD129_P168_N_D36",168,"N","D36","Control","Lactobacillus",0.0316106372303061,"D36_Control",0.316106372303061
"1869","SRD129_P168_N_D42",168,"N","D42","Control","Lactobacillus",0.0995475113122172,"D42_Control",0.995475113122172
"1870","SRD129_P168_N_D7",168,"N","D7","Control","Lactobacillus",0.00450676014021032,"D7_Control",0.0450676014021032
"1871","SRD129_P169_N_D0",169,"N","D0","Control","Lactobacillus",0.0025025025025025,"D0_Control",0.025025025025025
"1872","SRD129_P169_N_D1",169,"N","D1","Control","Lactobacillus",0.003,"D1_Control",0.03
"1873","SRD129_P169_N_D10",169,"N","D10","Control","Lactobacillus",0.00500250125062531,"D10_Control",0.0500250125062531
"1874","SRD129_P169_N_D14",169,"N","D14","Control","Lactobacillus",0.0015,"D14_Control",0.015
"1875","SRD129_P169_N_D21",169,"N","D21","Control","Lactobacillus",0.0120180270405608,"D21_Control",0.120180270405608
"1876","SRD129_P169_N_D28",169,"N","D28","Control","Lactobacillus",0.00650976464697046,"D28_Control",0.162744116174261
"1877","SRD129_P169_N_D3",169,"N","D3","Control","Lactobacillus",0.0095,"D3_Control",0.095
"1878","SRD129_P169_N_D36",169,"N","D36","Control","Lactobacillus",0.00751126690035053,"D36_Control",0.0751126690035053
"1879","SRD129_P169_N_D42",169,"N","D42","Control","Lactobacillus",0.0290145072536268,"D42_Control",0.290145072536268
"1880","SRD129_P169_N_D7",169,"N","D7","Control","Lactobacillus",0.0015,"D7_Control",0.015
"1881","SRD129_P170_N_D0",170,"N","D0","Control","Lactobacillus",0.0115057528764382,"D0_Control",0.115057528764382
"1882","SRD129_P170_N_D1",170,"N","D1","Control","Lactobacillus",0.00700700700700701,"D1_Control",0.0700700700700701
"1883","SRD129_P170_N_D10",170,"N","D10","Control","Lactobacillus",0.015,"D10_Control",0.15
"1884","SRD129_P170_N_D14",170,"N","D14","Control","Lactobacillus",0.0250375563345018,"D14_Control",0.250375563345017
"1885","SRD129_P170_N_D21",170,"N","D21","Control","Lactobacillus",0.00950475237618809,"D21_Control",0.095047523761881
"1886","SRD129_P170_N_D28",170,"N","D28","Control","Lactobacillus",0.00700700700700701,"D28_Control",0.175175175175175
"1887","SRD129_P170_N_D3",170,"N","D3","Control","Lactobacillus",0.0130195292939409,"D3_Control",0.130195292939409
"1888","SRD129_P170_N_D36",170,"N","D36","Control","Lactobacillus",0.00400801603206413,"D36_Control",0.0400801603206413
"1889","SRD129_P170_N_D42",170,"N","D42","Control","Lactobacillus",0.0295887662988967,"D42_Control",0.295887662988967
"1890","SRD129_P170_N_D7",170,"N","D7","Control","Lactobacillus",0.00650650650650651,"D7_Control",0.0650650650650651
"1891","SRD129_P171_N_D0",171,"N","D0","Control","Lactobacillus",0.0015,"D0_Control",0.015
"1892","SRD129_P171_N_D1",171,"N","D1","Control","Lactobacillus",0,"D1_Control",0
"1893","SRD129_P171_N_D10",171,"N","D10","Control","Lactobacillus",0.00900450225112556,"D10_Control",0.0900450225112556
"1894","SRD129_P171_N_D14",171,"N","D14","Control","Lactobacillus",0.0180360721442886,"D14_Control",0.180360721442886
"1895","SRD129_P171_N_D21",171,"N","D21","Control","Lactobacillus",0.0105105105105105,"D21_Control",0.105105105105105
"1896","SRD129_P171_N_D28",171,"N","D28","Control","Lactobacillus",0.00400600901352028,"D28_Control",0.100150225338007
"1897","SRD129_P171_N_D3",171,"N","D3","Control","Lactobacillus",0.00550275137568784,"D3_Control",0.0550275137568784
"1898","SRD129_P171_N_D36",171,"N","D36","Control","Lactobacillus",0.0140421263791374,"D36_Control",0.140421263791374
"1899","SRD129_P171_N_D42",171,"N","D42","Control","Lactobacillus",0.03420523138833,"D42_Control",0.3420523138833
"1900","SRD129_P171_N_D7",171,"N","D7","Control","Lactobacillus",0.00401404917210236,"D7_Control",0.0401404917210236
"1901","SRD129_P132_N_D0",132,"N","D0","BB","Empedobacter",0.0095,"D0_BB",0.095
"1902","SRD129_P132_N_D10",132,"N","D10","BB","Empedobacter",0.0125062531265633,"D10_BB",0.125062531265633
"1903","SRD129_P132_N_D14",132,"N","D14","BB","Empedobacter",0.0110055027513757,"D14_BB",0.110055027513757
"1904","SRD129_P132_N_D21",132,"N","D21","BB","Empedobacter",0.0585878818227341,"D21_BB",0.585878818227341
"1905","SRD129_P132_N_D28",132,"N","D28","BB","Empedobacter",0.00400600901352028,"D28_BB",0.0400600901352028
"1906","SRD129_P132_N_D3",132,"N","D3","BB","Empedobacter",0.0180090045022511,"D3_BB",0.200100050025012
"1907","SRD129_P132_N_D36",132,"N","D36","BB","Empedobacter",0.0185185185185185,"D36_BB",0.185185185185185
"1908","SRD129_P132_N_D42",132,"N","D42","BB","Empedobacter",0.00200702458605118,"D42_BB",0.0200702458605118
"1909","SRD129_P132_N_D7",132,"N","D7","BB","Empedobacter",0.00850850850850851,"D7_BB",0.106356356356356
"1910","SRD129_P133_N_D0",133,"N","D0","BB","Empedobacter",0.0005005005005005,"D0_BB",0.005005005005005
"1911","SRD129_P133_N_D1",133,"N","D1","BB","Empedobacter",0.00850850850850851,"D1_BB",0.0945389834278723
"1912","SRD129_P133_N_D10",133,"N","D10","BB","Empedobacter",0.0105315947843531,"D10_BB",0.105315947843531
"1913","SRD129_P133_N_D14",133,"N","D14","BB","Empedobacter",0.0105052526263132,"D14_BB",0.105052526263132
"1914","SRD129_P133_N_D21",133,"N","D21","BB","Empedobacter",0.0300751879699248,"D21_BB",0.300751879699248
"1915","SRD129_P133_N_D28",133,"N","D28","BB","Empedobacter",0.00900900900900901,"D28_BB",0.0900900900900901
"1916","SRD129_P133_N_D3",133,"N","D3","BB","Empedobacter",0.0035035035035035,"D3_BB",0.0389278167055945
"1917","SRD129_P133_N_D36",133,"N","D36","BB","Empedobacter",0.0120060030015008,"D36_BB",0.120060030015007
"1918","SRD129_P133_N_D42",133,"N","D42","BB","Empedobacter",0.00100704934541793,"D42_BB",0.0100704934541793
"1919","SRD129_P134_N_D0",134,"N","D0","BB","Empedobacter",0.00450676014021032,"D0_BB",0.0450676014021032
"1920","SRD129_P134_N_D1",134,"N","D1","BB","Empedobacter",0.00750375187593797,"D1_BB",0.0833750208437552
"1921","SRD129_P134_N_D10",134,"N","D10","BB","Empedobacter",0.00200300450676014,"D10_BB",0.0200300450676014
"1922","SRD129_P134_N_D14",134,"N","D14","BB","Empedobacter",0.0125187781672509,"D14_BB",0.125187781672509
"1923","SRD129_P134_N_D21",134,"N","D21","BB","Empedobacter",0.0125439036628199,"D21_BB",0.125439036628199
"1924","SRD129_P134_N_D28",134,"N","D28","BB","Empedobacter",0.00250125062531266,"D28_BB",0.0250125062531266
"1925","SRD129_P134_N_D3",134,"N","D3","BB","Empedobacter",0.0100050025012506,"D3_BB",0.11116669445834
"1926","SRD129_P134_N_D36",134,"N","D36","BB","Empedobacter",0.0330165082541271,"D36_BB",0.330165082541271
"1927","SRD129_P134_N_D42",134,"N","D42","BB","Empedobacter",0,"D42_BB",0
"1928","SRD129_P135_N_D0",135,"N","D0","BB","Empedobacter",0.00100200400801603,"D0_BB",0.0100200400801603
"1929","SRD129_P135_N_D1",135,"N","D1","BB","Empedobacter",0.0025,"D1_BB",0.0277777777777778
"1930","SRD129_P135_N_D10",135,"N","D10","BB","Empedobacter",0.0110165247871808,"D10_BB",0.110165247871808
"1931","SRD129_P135_N_D14",135,"N","D14","BB","Empedobacter",0.0225112556278139,"D14_BB",0.225112556278139
"1932","SRD129_P135_N_D21",135,"N","D21","BB","Empedobacter",0.00600300150075038,"D21_BB",0.0600300150075037
"1933","SRD129_P135_N_D28",135,"N","D28","BB","Empedobacter",0.00200100050025012,"D28_BB",0.0200100050025013
"1934","SRD129_P135_N_D3",135,"N","D3","BB","Empedobacter",0.00700700700700701,"D3_BB",0.077855633411189
"1935","SRD129_P135_N_D36",135,"N","D36","BB","Empedobacter",0.00802005012531328,"D36_BB",0.0802005012531328
